
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			    *,		10,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,	  		*,		10,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		MSFCLowaZephyrBootsSURPATDesert,						*,		1300,		740
		MSFCLowaZephyrBootsATACSAU,									*,		1300,		740
		MSFCLowaZephyrBootsMulticamBlack,						*,		1300,		740
		MSFCLowaZephyrBootsMulticamTropic,					*,		1300,		740
		MSFCLowaZephyrBootsMulticam,								*,		1300,		740
		MSFCLowaZephyrBootsBeige,										*,		1300,		740
		MSFCLowaZephyrBootsBlack,										*,		1300,		740
		MSFCLowaZephyrBootsGreen,										*,		1300,		740
		MSFCLowaZephyrBootsGray,										*,		1300,		650
		MSFCLowaZephyrBootsSURPAT,									*,		1300,		650
		MSFCLowaZephyrBootsATACSAU,									*,		1300,		650
		MSFCBootsMulticamBlack,											*,		400,		150
		MSFCBootsLowaMulticamBlack,									*,		400,		150
		MSFCBootsTrekkingMulticamBlack,							*,		400,		150
		MSFCBootsMulticamTropic,										*,		400,		150
		MSFCBootsLowaMulticamTropic,								*,		400,		150
		MSFCBootsTrekkingMulticamTropic,						*,		400,		150
		MSFCBootsMulticam,													*,		400,		150
		MSFCBootsLowaMulticam,											*,		400,		150
		MSFCBootsTrekkingMulticam,									*,		400,		150
		MSFCBlackCamoBoots,													*,		400,		150
		MSFCFlecktarnBoots,													*,		400,		150
		MSFCDigitalNavyBoots,												*,		400,		150
		MSFCBlackTekStoBoots,												*,		400,		150
		MSFCRussianMilitaryBoots,										*,		400,		150
		MSFCBootsSURPATDesert,											*,		400,		150
		MSFCBootsLowaSURPATDesert,									*,		400,		150
		MSFCBootsTrekkingSURPATDesert,							*,		400,		150
		MSFCBootsSURPAT,														*,		400,		150
		MSFCBootsLowaSURPAT,												*,		400,		150
		MSFCBootsTrekkingSURPAT,										*,		400,		150
		MSFCBootsATACSAU,														*,		400,		150
		MSFCBootsLowaATACSAU,												*,		400,		150
		MSFCBootsTrekkingATACSAU,										*,		400,		150
		MSFCBootsATACSAU,														*,		400,		150
		MSFCBootsLowaATACSAU,												*,		400,		150
		MSFCBootsTrekkingATACSAU,										*,		400,		150

	<Category> Ghillie
		// Keep in Mind that Players can also
		// craft Ghillie Clothing and sell them!
		GhillieAtt_Mossy,														*,		7200,	70
		GhillieAtt_Tan,															*,		7220,	70
		GhillieAtt_Woodland,												*,		7220,	70
		GhillieHood_Mossy,													*,		7220,	70
		GhillieHood_Tan,														*,		7220,	70
		GhillieHood_Woodland,												*,		7220,	70
		GhillieBushrag_Mossy,												*,		7400,	130
		GhillieBushrag_Tan,													*,		7400,	130
		GhillieBushrag_Woodland,										*,		7400,	130
		GhillieTop_Mossy,														*,		7600,	200
		GhillieTop_Tan,															*,		7600,	200
		GhillieTop_Woodland,												*,		7600,	200
		GhillieSuit_Mossy,													*,		10000,	-1
		GhillieSuit_Tan,														*,		10000,	-1
		GhillieSuit_Woodland,												*,		10000,	-1
		MSFCGhillieWeaponMulticamSnow,							*,		7500,	 3000
		MSFCGhillieHoodMulticamSnow,								*,		12000, 6000
		MSFCGhillieSuitMulticamSnow,								*,		15000,	7500
		MSFCGhillieTopMulticamSnow,									*,		7000,		4500


		//MilitaryGear_GhillieGunWrap_PartizanM,			*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_CADPAT,					*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Duckhunter,			*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Multicam,				*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Splinter,				*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Splinter_Dark,	*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Tiger,					*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Woodland,				*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_FLT,						*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_DPM,						*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_MPAT,						*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Partizan,				*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Skol,						*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_ATACS,					*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Tropic,					*,		2200,	-1
		//MilitaryGear_GhillieGunWrap_Yeger,					*,		2200,	-1
		//MilitaryGear_GhillieHood_PartizanM,					*,		2200,	-1
		//MilitaryGear_GhillieHood_Duckhunter,				*,		2200,	-1
		//MilitaryGear_GhillieHood_Multicam,					*,		2200,	-1
		//MilitaryGear_GhillieHood_Splinter,					*,		2200,	-1
		//MilitaryGear_GhillieHood_Splinter_Dark,			*,		2200,	-1
		//MilitaryGear_GhillieHood_Tiger,							*,		2200,	-1
		//MilitaryGear_GhillieHood_Woodland,					*,		2200,	-1
		//MilitaryGear_GhillieHood_FLT,								*,		2200,	-1
		//MilitaryGear_GhillieHood_DPM,								*,		2200,	-1
		//MilitaryGear_GhillieHood_MPAT,							*,		2200,	-1
		//MilitaryGear_GhillieHood_Partizan,					*,		2200,	-1
		//MilitaryGear_GhillieHood_Skol,							*,		2200,	-1
		//MilitaryGear_GhillieHood_ATACS,							*,		2200,	-1
		//MilitaryGear_GhillieHood_CADPAT,						*,		2200,	-1
		//MilitaryGear_GhillieHood_Tropic,						*,		2200,	-1
		//MilitaryGear_GhillieHood_Yeger,							*,		2200,	-1
		//MilitaryGear_GhillieBushrag_PartizanM,			*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Duckhunter,			*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Multicam,				*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Splinter,				*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Splinter_Dark,	*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Tiger,					*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Woodland,				*,		4400,	-1
		//MilitaryGear_GhillieBushrag_FLT,						*,		4400,	-1
		//MilitaryGear_GhillieBushrag_DPM,						*,		4400,	-1
		//MilitaryGear_GhillieBushrag_MPAT,						*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Partizan,				*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Skol,						*,		4400,	-1
		//MilitaryGear_GhillieBushrag_ATACS,					*,		4400,	-1
		//MilitaryGear_GhillieBushrag_CADPAT,					*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Tropic,					*,		4400,	-1
		//MilitaryGear_GhillieBushrag_Yeger,					*,		4400,	-1

	//<Category> Seasonal
		//SantasBeard,															*,		150,		0
		//SantasHat,																*,		350,		0
		//PumpkinHelmet,														*,		500,		0

	<Category> Holster & Pouches
		ChestHolster,																*,		500,		200
		PlateCarrierHolster,												*,		2100,		400
		MSFCPlateHolsterMulticamBlack,							*,		2100,		710
		MSFCPlateHolsterMulticamTropic,							*,		2100,		710
		MSFCPlateHolsterMulticam,										*,		2100,		710
		MSFCRussianMilitaryPlateHolster,						*,		2100,		710
		MSFCBlackCamoPlateHolster,									*,		2100,		710
		MSFCFlecktarnPlateHolster,									*,		2100,		710
		MSFCBlackTekStoPlateHolster,								*,		2100,		710
		MSFCDigitalNavyPlateHolster,								*,		2100,		710
		MSFCUmbrellaHolster,												*,		2100,		710
		MSFCRMRPlateHolster,												*,		2100,		710
		MSFCACUPlateHolster,												*,		2100,		710
		MSFCCadpatPlateHolster,											*,		2100,		710
		MSFCRMRAutumnPlateHolster,									*,		2100,		710
		MSFCKryptekBansheePlateHolster,							*,		2100,		710
		MSFCKryptekMandrakePlateHolster,						*,		2100,		710
		MSFCKryptekNeptunePlateHolster,							*,		2100,		710
		MSFCKryptekRaidPlateHolster,								*,		2100,		710
		MSFCKryptekWraithPlateHolster,							*,		2100,		710
		MSFCProjectHonorPlateHolster,								*,		2100,		710
		MSFCAOR2PlateHolster,												*,		2100,		710
		MSFC_Pantera_PlateHolster,									*,		2100,		710
		MSFC_PanteraAutumn_PlateHolster,						*,		2100,		710
		MSFCSTALKERDolgPlateHolster,								*,		2100,		710
		MSFCSTALKERClearSkyPlateHolster,						*,		2100,		710
		MSFCSTALKERMercPlateHolster,								*,		2100,		710
		MSFCSTALKERMonolitPlateHolster,							*,		2100,		710
		MSFCSTALKERSvobodaPlateHolster,							*,		2100,		710
		MSFCPlateHolsterSURPATDesert,								*,		2100,		710
		MSFCPlateHolsterSURPAT,											*,		2100,		710
		MSFCPlateHolsterATACSAU,										*,		2100,		710
		MSFCPlateHolsterATACSAU,										*,		2100,		710
		PlateCarrierPouches,												*,		3300,		1600
		MSFCPlatePouchesMulticamTropic,							*,		3300,		1600
		MSFCPlatePouchesMulticam,										*,		3300,		1600
		MSFCRussianMilitaryPlatePouches,						*,		3300,		1600
		MSFCBlackCamoPlatePouches,									*,		3300,		1600
		MSFCFlecktarnPlatePouches,									*,		3300,		1600
		MSFCBlackTekStoPlatePouches,								*,		3300,		1600
		MSFCDigitalNavyPlatePouches,								*,		3300,		1600
		MSFCRMRPlatePouches,												*,		3300,		1600
		MSFCACUPlatePouches,												*,		3300,		1600
		MSFCCadpatPlatePouches,											*,		3300,		1600
		MSFCRMRAutumnPlatePouches,									*,		3300,		1600
		MSFCKryptekBansheePlatePouches,							*,		3300,		1600
		MSFCKryptekTyphonPlatePouches,							*,		3300,		1600
		MSFCKryptekMandrakePlatePouches,						*,		3300,		1600
		MSFCKryptekNeptunePlatePouches,							*,		3300,		1600
		MSFCKryptekRaidPlatePouches,								*,		3300,		1600
		MSFCKryptekWraithPlatePouches,							*,		3300,		1600
		MSFCProjectHonorPlatePouches,								*,		3300,		1600
		MSFCAOR2PlatePouches,												*,		3300,		1600
		MSFC_Pantera_PlatePouches,									*,		3300,		1600
		MSFC_PanteraAutumn_PlatePouches,						*,		3300,		1600
		MSFCSTALKERDolgPlatePouches,								*,		4100,		2100
		MSFCSTALKERClearSkyPlatePouches,						*,		4100,		2100
		MSFCSTALKERMercPlatePouches,								*,		4100,		2100
		MSFCSTALKERMonolitPlatePouches,							*,		4100,		2100
		MSFCSTALKERSvobodaPlatePouches,							*,		4100,		2100
		MSFCPlatePouchesSURPATDesert,								*,		3300,		1600
		MSFCPlatePouchesSURPAT,											*,		3300,		1600
		MSFCPlatePouchesATACSAU,										*,		3300,		1600
		MSFCPlatePouchesATACSAU,										*,		3300,		1600
		MSFCUmbrellaPouches,												*,		3300,		1600

	<Category> Belt
		CivilianBelt,																*,		300,		100
		MilitaryBelt,																*,		700,		450
		MSFC_WarBelt_MulticamBlack,									*,		1430,		570
		MSFC_WarBelt_MulticamTropic,								*,		1430,		570
		MSFC_WarBelt_Multicam,											*,		1430,		570
		MSFC_WarBelt_Black,													*,		1430,		570
		MSFC_WarBelt_Desert,												*,		1430,		570
		MSFC_WarBelt_SURPATDesert,									*,		1430,		570
		MSFC_WarBelt_SURPAT,												*,		1430,		570
		MSFC_WarBelt_ATACSAU,												*,		1430,		570
		MSFC_WarBelt_ATACSAU,												*,		1430,		570
		MSFC_Pantera_TacBeltSmall,									*,		2500,		1250
		MSFC_PanteraAutumn_TacBeltSmall,						*,		2500,		1250
		MSFC_Pantera_TacBeltLite,										*,		2000,		1000
		MSFC_PanteraAutumn_TacBeltLite,							*,		2000,		1000
		MSFC_TacticalBeltLite_Multicam,							*,		2000,		1000
		MSFC_TacticalBeltLite_MulticamBlack,				*,		2000,		1000
		MSFC_TacticalBeltLite_MulticamTropic,				*,		2000,		1000
		MSFC_TacticalBeltLite_EMR,									*,		2000,		1000
		MSFC_TacticalBeltLite_Flecktarn,						*,		2000,		1000
		MSFC_TacticalBeltLite_ACU,									*,		2000,		1000
		MSFC_TacticalBeltLite_Black,								*,		2000,		1000
		MSFC_TacticalBeltLite_Green,								*,		2000,		1000
		MSFC_TacticalBeltLite_Desert,								*,		2000,		1000
		MSFC_TacticalBeltLite_SURPATDesert,					*,		2000,		1000
		MSFC_TacticalBeltLite_SURPAT,								*,		2000,		1000
		MSFC_TacticalBeltLite_ATACSAU,							*,		2000,		1000
		MSFC_TacticalBeltLite_ATACSAU,							*,		2000,		1000
		MSFC_TacticalBeltSmall_Multicam,						*,		2500,		1250
		MSFC_TacticalBeltSmall_MulticamBlack,				*,		2500,		1250
		MSFC_TacticalBeltSmall_MulticamTropic,			*,		2500,		1250
		MSFC_TacticalBeltSmall_EMR,									*,		2500,		1250
		MSFC_TacticalBeltSmall_Flecktarn,						*,		2500,		1250
		MSFC_TacticalBeltSmall_ACU,									*,		2500,		1250
		MSFC_TacticalBeltSmall_Black,								*,		2500,		1250
		MSFC_TacticalBeltSmall_Green,								*,		2500,		1250
		MSFC_TacticalBeltSmall_Desert,							*,		2500,		1250
		MSFC_TacticalBeltSmall_SURPATDesert,				*,		2500,		1250
		MSFC_TacticalBeltSmall_SURPAT,							*,		2500,		1250
		MSFC_TacticalBeltSmall_ATACSAU,							*,		2500,		1250
		MSFC_TacticalBeltSmall_ATACSAU,							*,		2500,		1250
		MSFC_PanteraAutumn_TacBeltMedium,						*,		5000,		2500
		MSFC_Pantera_TacBeltMedium,									*,		5000,		2500
		MSFC_TacticalBeltMedium_Multicam,						*,		5000,		2500
		MSFC_TacticalBeltMedium_MulticamBlack,			*,		5000,		2500
		MSFC_TacticalBeltMedium_MulticamTropic,			*,		5000,		2500
		MSFC_TacticalBeltMedium_EMR,								*,		5000,		2500
		MSFC_TacticalBeltMedium_Flecktarn,					*,		5000,		2500
		MSFC_TacticalBeltMedium_ACU,								*,		5000,		2500
		MSFC_TacticalBeltMedium_Black,							*,		5000,		2500
		MSFC_TacticalBeltMedium_Green,							*,		5000,		2500
		MSFC_TacticalBeltMedium_Desert,							*,		5000,		2500
		MSFC_TacticalBeltMedium_SURPATDesert,				*,		5000,		2500
		MSFC_TacticalBeltMedium_SURPAT,							*,		5000,		2500
		MSFC_TacticalBeltMedium_ATACSAU,						*,		5000,		2500
		MSFC_TacticalBeltMedium_ATACSAU,						*,		5000,		2500
		MSFC_TacticalBelt_MulticamBlack,						*,		7500,		4500
		MSFC_TacticalBelt_MulticamTropic,						*,		7500,		4500
		MSFC_TacticalBelt_Multicam,									*,		7500,		4500
		MSFC_TacticalBelt_Black,										*,		7500,		4500
		MSFC_TacticalBelt_Green,										*,		7500,		4500
		MSFC_TacticalBelt_Desert,										*,		7500,		4500
		MSFC_TacticalBelt_ACU,											*,		7500,		4500
		MSFC_TacticalBelt_EMR,											*,		7500,		4500
		MSFC_TacticalBelt_Flecktarn,								*,		7500,		4500
		MSFC_TacticalBelt_SURPATDesert,				    	*,		7500,		4500
		MSFC_TacticalBelt_SURPAT,										*,		7500,		4500
		MSFC_TacticalBelt_ATACSAU,									*,		7500,		4500
		MSFC_PanteraAutumn_TacBeltLarge,						*,		7500,		4500
		MSFC_Pantera_TacBeltLarge,									*,		7500,		4500
		MSFC_TacticalBelt_ATACSAU,									*,		7500,		4500

	<Category> Bags
		//30 slot
		ChildBag_Red,																*,		500,			250
		ChildBag_Blue,															*,		500,			250
		ChildBag_Green,															*,		500,			260
		//42 slot
		TaloonBag_Orange,														*,		500,			100
		TaloonBag_Violet,														*,		500,			100
		TaloonBag_Blue,															*,		500,			100
		TaloonBag_Green,														*,		700,			200
		//43 slot
		AssaultBag_Black,														*,		800,			400
		AssaultBag_Green,														*,		800,			400
		AssaultBag_Ttsko,														*,		800,			400
		MSFC_Pantera_Bag,														*,		800,			400
		MSFC_PanteraAutumn_Bag,											*,		800,			400
		MSFCAssaultBagMulticamBlackMedic,						*,		1100,			600
		MSFCAssaultBagMulticamTropicMedic,					*,		1100,			600
		MSFCAssaultBagMulticamMedic,								*,		1100,			600
		MSFCAssaultBagSURPATDesertMedic,						*,		800,			400
		MSFCAssaultBagSURPATMedic,									*,		800,			400
		MSFCAssaultBagATACSAUMedic,									*,		800,			400
		MSFCAssaultBagATACSAUMedic,									*,		800,			400
		//MilitaryGear_AssaultBag_PartizanM,				*,		800,			400
		//MilitaryGear_AssaultBag_Duckhunter,				*,		800,			400
		//MilitaryGear_AssaultBag_Multicam,					*,		800,			400
		//MilitaryGear_AssaultBag_Splinter,					*,		800,			400
		//MilitaryGear_AssaultBag_Splinter_Dark,		*,		800,			400
		//MilitaryGear_AssaultBag_Tiger,						*,		800,			400
		//MilitaryGear_AssaultBag_Woodland,					*,		800,			400
		//MilitaryGear_AssaultBag_FLT,							*,		800,			400
		//MilitaryGear_AssaultBag_DPM,							*,		800,			400
		//MilitaryGear_AssaultBag_MPAT,							*,		800,			400
		//MilitaryGear_AssaultBag_Partizan,					*,		800,			400
		//MilitaryGear_AssaultBag_Skol,							*,		800,			400
		//MilitaryGear_AssaultBag_ATACS,						*,		800,			400
		//MilitaryGear_AssaultBag_CADPAT,						*,		800,			400
		//MilitaryGear_AssaultBag_Tropic,						*,		800,			400
		//MilitaryGear_AssaultBag_Yeger,						*,		800,			400
		MSFCAssaultBagMulticamBlack,								*,		800,			400
		MSFCAssaultBagMulticamTropic,								*,		800,			400
		MSFCAssaultBagMulticam,											*,		800,			400
		MSFCRussianMilitaryAssaultBag,							*,		800,		  400
		MSFCAssaultBagSURPATDesert,									*,		800,			400
		MSFCAssaultBagSURPAT,												*,		800,			400
		MSFCAssaultBagATACSAU,											*,		800,			400
		MSFCAssaultBagATACSAU,											*,		800,			400
		MSFCSTALKERDolgBag,													*,		800,			400
		MSFCSTALKERSvobodaBag,											*,		800,			400
		MSFCSTALKERMercBag,													*,		800,			400
		MSFCSTALKERMonolitBag,											*,		800,			400
		MSFCSTALKERClearSkyBag,											*,		800,			400
		MSFCSTALKERBag_Green,												*,		800,			400
		MSFCSTALKERBanditBag,												*,		800,			400
		MSFCSTALKERMilitaryBag,											*,		800,			400
		MSFCFlecktarnBag,														*,		800,			400
		MSFCBlackTekStoBag,													*,		800,			400

		//60 slot
		MSFC_SMALL_BACKPACK_MulticamBlack,					*,		1400,		900
		MSFC_SMALL_BACKPACK_MulticamTropic,					*,		1400,		900
		MSFC_SMALL_BACKPACK_Multicam,								*,		1400,		900
		MSFC_SMALL_BACKPACK_Green,									*,		1400,		900
		MSFC_SMALL_BACKPACK_Black,									*,		1400,		900
		MSFC_SMALL_BACKPACK_Desert,									*,		1400,		900
		MSFC_SMALL_BACKPACK_SURPATDesert,						*,		1400,		900
		MSFC_SMALL_BACKPACK_SURPAT,									*,		1400,		900
		MSFC_SMALL_BACKPACK_ATACSAU,								*,		1400,		900
		MSFC_SMALL_BACKPACK_ATACSAU,								*,		1400,		900
		//63 slot
		DryBag_Yellow,															*,		1500,			450
		DryBag_Orange,															*,		1500,			450
		DryBag_Red,																	*,		1500,			450
		DryBag_Blue,																*,		1500,			450
		DryBag_Black,																*,		1500,			650
		DryBag_Green,																*,		1500,			500
		HuntingBag,																	*,		2100,			900
		//MilitaryGear_HuntingBag_PartizanM,					*,		2100,			900
		//MilitaryGear_HuntingBag_Duckhunter,					*,		2100,			900
		//MilitaryGear_HuntingBag_Multicam,						*,		2100,			900
		//MilitaryGear_HuntingBag_Splinter,						*,		2100,			900
		//MilitaryGear_HuntingBag_Splinter_Dark,			*,		2100,			900
		//MilitaryGear_HuntingBag_Tiger,							*,		2100,			900
		//MilitaryGear_HuntingBag_Woodland,						*,		2100,			900
		//MilitaryGear_HuntingBag_FLT,								*,		2100,			900
		//MilitaryGear_HuntingBag_DPM,								*,		2100,			900
		//MilitaryGear_HuntingBag_MPAT,								*,		2100,			900
		//MilitaryGear_HuntingBag_Partizan,						*,		2100,			900
		//MilitaryGear_HuntingBag_Skol,								*,		2100,			900
		//MilitaryGear_HuntingBag_ATACS,							*,		2100,			900
		//MilitaryGear_HuntingBag_CADPAT,							*,		2100,			900
		//MilitaryGear_HuntingBag_Tropic,							*,		2100,			900
		//MilitaryGear_HuntingBag_Yeger,							*,		2100,			900
		MSFCCoyoteBagSURPATDesert,									*,		2450,			1350
		MSFCCoyoteBagSURPAT,												*,		2450,			1350
		MSFCCoyoteBagATACSAU,												*,		2450,			1350
		MSFCCoyoteBagATACSAU,												*,		2450,			1350
		//MilitaryGear_CoyoteBag_PartizanM,						*,		2450,			1350
		//MilitaryGear_CoyoteBag_Duckhunter,					*,		2450,			1350
		//MilitaryGear_CoyoteBag_Multicam,						*,		2450,			1350
		//MilitaryGear_CoyoteBag_Splinter,						*,		2450,			1350
		//MilitaryGear_CoyoteBag_Splinter_Dark,				*,		2450,			1350
		//MilitaryGear_CoyoteBag_Tiger,								*,		2450,			1350
		//MilitaryGear_CoyoteBag_Woodland,						*,		2450,			1350
		//MilitaryGear_CoyoteBag_DPM,									*,		2450,			1350
		//MilitaryGear_CoyoteBag_MPAT,								*,		2450,			1350
		//MilitaryGear_CoyoteBag_Partizan,						*,		2450,			1350
		//MilitaryGear_CoyoteBag_Skol,								*,		2450,			1350
		//MilitaryGear_CoyoteBag_ATACS,								*,		2450,			1350
		//MilitaryGear_CoyoteBag_CADPAT,							*,		2450,			1350
		//MilitaryGear_CoyoteBag_Tropic,							*,		2450,			1350
		//MilitaryGear_CoyoteBag_Yeger,								*,		2450,			1350
		CoyoteBag_Brown,														*,		2300,			1300
		CoyoteBag_Green,														*,		2500,			1600
		MSFCCoyoteBagMulticamBlack,									*,		2900,			1700
		MSFCCoyoteBagMulticamTropic,								*,		3100,			1400
		MSFCCoyoteBagMulticam,											*,		3100,			1400
		TortillaBag,																*,		2650,			1200
		//MilitaryGear_TortillaBag_PartizanM,					*,		2650,			1200
		//MilitaryGear_TortillaBag_Duckhunter,				*,		2650,			1200
		//MilitaryGear_TortillaBag_Multicam,					*,		2650,			1200
		//MilitaryGear_TortillaBag_Splinter,					*,		2650,			1200
		//MilitaryGear_TortillaBag_Splinter_Dark,			*,		2650,			1200
		//MilitaryGear_TortillaBag_Tiger,							*,		2650,			1200
		//MilitaryGear_TortillaBag_Woodland,					*,		2650,			1200
		//MilitaryGear_TortillaBag_FLT,								*,		2650,			1200
		//MilitaryGear_TortillaBag_DPM,								*,		2650,			1200
		//MilitaryGear_TortillaBag_MPAT,							*,		2650,			1200
		//MilitaryGear_TortillaBag_Partizan,					*,		2650,			1200
		//MilitaryGear_TortillaBag_Skol,							*,		2650,			1200
		//MilitaryGear_TortillaBag_ATACS,							*,		2650,			1200
		//MilitaryGear_TortillaBag_CADPAT,						*,		2650,			1200
		//MilitaryGear_TortillaBag_Tropic,						*,		2650,			1200
		//MilitaryGear_TortillaBag_Yeger,							*,		2650,			1200
		MSFCTortilaMulticamBlack,										*,		2600,			1350
		MSFCTortilaMulticamTropic,									*,		2600,			1350
		MSFCTortilaMulticam,												*,		2600,			1350
		MSFCRussianMilitaryTortila,									*,		2600,			1350
		MSFCDigitalNavyTortila,											*,		2600,			1350
		MSFCFlecktarnTortila,												*,		2600,			1350
		MSFCTortilaSURPATDesert,										*,		2600,			1350
		MSFCTortilaSURPAT,													*,		2600,			1350
		MSFCTortilaATACSAU,													*,		2600,			1350
		//80 slot
		MountainBag_Orange,													*,		4000,			1500
		MountainBag_Red,														*,		4000,			1500
		MountainBag_Blue,														*,		4000,			1500
		MountainBag_Green,													*,		4000,			1500
		Msp_MedicBag_Green,								        	*,		4500,			2000
		Msp_MedicBag_Red,									        	*,		4500,	    2000
		Msp_MedicBag_Blue,								        	*,		4500,	    2000
		//MilitaryGear_MountainBag_PartizanM,					*,		5000,			2000
		//MilitaryGear_MountainBag_Duckhunter,				*,		5000,			2000
		//MilitaryGear_MountainBag_Multicam,					*,		5000,			2000
		//MilitaryGear_MountainBag_Splinter,					*,		5000,			2000
		//MilitaryGear_MountainBag_Splinter_Dark,			*,		5000,			2000
		//MilitaryGear_MountainBag_Tiger,							*,		5000,			2000
		//MilitaryGear_MountainBag_Woodland,					*,		5000,			2000
		//MilitaryGear_MountainBag_DPM,								*,		5000,			2000
		//MilitaryGear_MountainBag_MPAT,							*,		5000,			2000
		//MilitaryGear_MountainBag_Partizan,					*,		5000,			2000
		//MilitaryGear_MountainBag_Skol,							*,		5000,			2000
		//MilitaryGear_MountainBag_ATACS,							*,		5000,			2000
		//MilitaryGear_MountainBag_CADPAT,						*,		5000,			2000
		//MilitaryGear_MountainBag_Yeger,							*,		5000,			2000
		MSFCRussianMilitaryMountain,								*,		5000,			4100
		MSFCBackpackCargoMulticamBlack,							*,		7000,			3000
		MSFCBackpackCargoMulticamTropic,						*,		7000,			3000
		MSFCBackpackCargoMulticam,									*,		7000,			3000
		MSFCBackpackCargoGreen,											*,		7000,			3000
		MSFCBackpackCargoDesert,										*,		7000,			3000
		MSFCBackpackCargoBlack,											*,		7000,			3000
		MSFCBackpackCargoSURPATDesert,							*,		7000,			3000
		MSFCBackpackCargoSURPAT,										*,		7000,			3000
		MSFCBackpackCargoATACSAU,										*,		7000,			3000
		MSFCBackpackCargoATACSAU,										*,		7000,			3000
		MSFCBackpackPegasusMulticamTropic,					*,		7900,			3900
		MSFCBackpackPegasusMulticam,								*,		7900,			3900
		MSFCBackpackPegasusGreen,										*,		7900,			3900
		MSFCBackpackPegasusDesert,									*,		7900,			3900
		MSFCBackpackPegasusBlack,										*,		8900,			4300
		MSFCBackpackPegasusSURPATDesert,						*,		7900,			3900
		MSFCBackpackPegasusSURPAT,									*,		7900,			3900
		MSFCBackpackPegasusATACSAU,									*,		7900,			3900
		MSFCBackpackPegasusATACSAU,									*,		7900,			3900
		MSFCBackpackPegasusMulticamBlack,						*,		9000,			4900
		//90 slot
		//MilitaryGear_AliceBag_PartizanM,						*,		6000,			2900
		//MilitaryGear_AliceBag_Duckhunter,						*,		6000,			2900
		//MilitaryGear_AliceBag_Multicam,							*,		6000,			2900
		//MilitaryGear_AliceBag_Splinter,							*,		6000,			2900
		//MilitaryGear_AliceBag_Tiger,								*,		6000,			2900
		//MilitaryGear_AliceBag_Woodland,							*,		6000,			2900
		//MilitaryGear_AliceBag_FLT,									*,		6000,			2900
		//MilitaryGear_AliceBag_DPM,									*,		6000,			2900
		//MilitaryGear_AliceBag_MPAT,									*,		6000,			2900
		//MilitaryGear_AliceBag_Partizan,							*,		6000,			2900
		//MilitaryGear_AliceBag_Skol,									*,		6000,			2900
		//MilitaryGear_AliceBag_ATACS,								*,		6000,			2900
		//MilitaryGear_AliceBag_CADPAT,								*,		6000,			2900
		//MilitaryGear_AliceBag_Tropic,								*,		6000,			2900
		//MilitaryGear_AliceBag_Yeger,								*,		6000,			2900
		MSFCAliceBagMulticamTropic,									*,		6000,			2900
		MSFCAliceBagMulticam,												*,		6000,			2900
		MSFCAliceBagSURPATDesert,										*,		6000,			2900
		MSFCAliceBagSURPAT,													*,		6000,			2900
		MSFCAliceBagATACSAU,												*,		6000,			2900
		MSFCAliceBagATACSAU,												*,		6000,			2900
